CAS,Name,Formula,Elements,Mw
25121-84-0,"Thieno[2,3-b]thiophene,3-bromo-",C6H3BrS2,"['C', 'H', 'Br', 'S']",217.88595505954498
25121-86-2,"Thieno[2,3-b]thiophene,2,5-dibromo-",C6H2Br2S2,"['C', 'H', 'Br', 'S']",295.796467641306
2512-56-3,"Salicylic acid, p-octylphenyl ester",C21H26O3,"['C', 'H', 'O']",326.1881946969291
25125-84-2,trans-2-Methoxy-2-butene,C5H10O,"['C', 'H', 'O']",86.0731649419617
25125-85-3,"2-Butene, 2-methoxy-, (Z)-",C5H10O,"['C', 'H', 'O']",86.0731649419617
25125-86-4,(E)-2-Ethoxy-2-butene,C6H12O,"['C', 'H', 'O']",100.0888150064397
25125-87-5,"2-Butene, 2-ethoxy-, (Z)-",C6H12O,"['C', 'H', 'O']",100.0888150064397
2513-25-9,"2H-1-Benzopyran, 2,2-dimethyl-",C11H12O,"['C', 'H', 'O']",160.0888150064397
25134-21-8,"4,7-Methanoisobenzofuran-1,3-dione, 3a,4,7,7a-tetrahydromethyl-",C10H10O3,"['C', 'H', 'O']",178.0629941811051
25140-86-7,"Propanoic acid, 2-(2-chlorophenoxy)-",C9H9ClO3,"['C', 'H', 'Cl', 'O']",200.0240218312361
251-41-2,"Thieno[3,2-b]thiophene",C6H4S2,"['C', 'H', 'S']",139.97544247778401
25144-04-1,"Cyclopentanol, 2-methyl-, trans-",C6H12O,"['C', 'H', 'O']",100.0888150064397
25144-05-2,"Cyclopentanol, 2-methyl-, cis-",C6H12O,"['C', 'H', 'O']",100.0888150064397
25148-01-0,"3-ethyl-1-methyl-1,3-cyclopentadiene",C8H12,"['C', 'H']",108.093900386868
25148-02-1,"3-(1-methylethyl)-1-methyl-1,3-cyclopentadiene",C9H14,"['C', 'H']",122.109550451346
25151-33-1,"1,2-Propanediol diacrylate",C9H12O4,"['C', 'H', 'O']",184.0735588651548
25152-83-4,"2,4-Decadienal, (E,Z)-",C10H16O,"['C', 'H', 'O']",152.12011513539568
25152-84-5,"2,4-Decadienal, (E,E)-",C10H16O,"['C', 'H', 'O']",152.12011513539568
25152-85-6,"3-Hexen-1-ol, benzoate, (Z)-",C13H16O2,"['C', 'H', 'O']",204.1150297549674
25154-52-3,Nonylphenol,C15H24O,"['C', 'H', 'O']",220.1827153933077
25154-53-4,"1,1-Dimethoxyethane",C4H10O2,"['C', 'H', 'O']",90.06807956153341
25155-15-1,cymene,C10H14,"['C', 'H']",134.109550451346
25155-29-7,Bis(hydroxymethyl)urea,C3H8N2O3,"['C', 'H', 'N', 'O']",120.05349212549109
2516-33-8,Cyclopropyl carbinol,C4H8O,"['C', 'H', 'O']",72.0575148774837
2516-34-9,Cyclobutylamine,C4H9N,"['C', 'H', 'N']",71.073499294583
25163-52-4,5-Methyldocosane,C23H48,"['C', 'H']",324.375601547472
2516-47-4,(Aminomethyl)cyclopropane,C4H9N,"['C', 'H', 'N']",71.073499294583
25167-94-6,"1,3-diphenylpropane",C15H16,"['C', 'H']",196.125200515824
25168-05-2,Benzyl chloride,C7H7Cl,"['C', 'H', 'Cl']",126.023627908043
25168-06-3,"Phenol, (1-methylethyl)-",C9H12O,"['C', 'H', 'O']",136.0888150064397
25168-10-9,naphthylamine,C10H9N,"['C', 'H', 'N']",143.073499294583
2516-95-2,5-Chloro-2-nitrobenzoic acid,C7H4ClNO4,"['C', 'H', 'Cl', 'N', 'O']",200.98288529404482
2516-96-3,2-Chloro-5-nitrobenzoic acid,C7H4ClNO4,"['C', 'H', 'Cl', 'N', 'O']",200.98288529404482
2516-99-6,C3H3F3O2,C3H3F3O2,"['C', 'H', 'F', 'O']",128.008513824078
2517-04-6,2-Azetidinecarboxylic acid,C4H7NO2,"['C', 'H', 'N', 'O']",101.0476784692484
25172-06-9,"(E)-3,7-Octadien-2-one",C8H12O,"['C', 'H', 'O']",124.0888150064397
25173-35-7,3-(o-Methoxyphenyl)propionic acid,C10H12O3,"['C', 'H', 'O']",180.0786442455831
25173-37-9,3-(p-Methoxyphenyl)propionic acid,C10H12O3,"['C', 'H', 'O']",180.0786442455831
25173-68-6,"3-(3,4-Dichlorophenyl)propionic acid",C9H8Cl2O2,"['C', 'H', 'Cl', 'O']",217.99013486179538
25173-72-2,"3-(3,4,5-Trimethoxyphenyl)propionic acid",C12H16O5,"['C', 'H', 'O']",240.0997736136825
2517-43-3,1-Butanol-3-methoxy-,C5H12O2,"['C', 'H', 'O']",104.0837296260114
25179-61-7,Dipropyldithiocarbamic acid,C7H15NS2,"['C', 'H', 'N', 'S']",177.064591836845
2518-24-3,3-Aminophthalimide,C8H6N2O2,"['C', 'H', 'N', 'O']",162.0429274414414
25184-14-9,"((2-Fluoro-2,2-dinitro-ethoxy)methyl)oxirane",C5H7FN2O6,"['C', 'H', 'F', 'N', 'O']",210.0288141147064
2518-42-5,Dimethylfurazan monoxide,C4H6N2O2,"['C', 'H', 'N', 'O']",114.0429274414414
25185-95-9,"2,6-Dichlorobenzaldoxime",C7H5Cl2NO,"['C', 'H', 'Cl', 'N', 'O']",188.97481914993867
25186-47-4,"Benzene, 1,3-dichloro-5-methyl-",C7H6Cl2,"['C', 'H', 'Cl']",159.98465555817398
2519-37-1,methyl 6-methylheptanoate,C9H18O2,"['C', 'H', 'O']",158.1306798194454
25201-40-5,"4-Methyl-1,6-heptadien-4-ol",C8H14O,"['C', 'H', 'O']",126.1044650709177
252-09-5,"[1,2]Dithiolo[1,5-b][1,2]dithiole-7-siv",C5H4S3,"['C', 'H', 'S']",159.947513652198
2521-01-9,Encyprate,C13H17NO2,"['C', 'H', 'N', 'O']",219.12592879163842
252-11-9,N-carbethoxy-n-benzyl-cyclopropylamine,C13H17NO2,"['C', 'H', 'N', 'O']",219.12592879163842
2521-24-6,4-Chlorothiobenzamide,C7H6ClNS,"['C', 'H', 'Cl', 'N', 'S']",170.99094805465
25216-27-7,1-Naphthyl n-propylcarbamate,C14H15NO2,"['C', 'H', 'N', 'O']",229.1102787271604
2523-37-7,"9H-Fluorene, 9-methyl-",C14H12,"['C', 'H']",180.093900386868
2523-39-9,3-methylfluorene,C14H12,"['C', 'H']",180.093900386868
2523-44-6,2-Chlorofluorene,C13H9Cl,"['C', 'H', 'Cl']",200.039277972521
25234-83-7,"Pentanoic acid, 3-methyl-4-oxo-, methyl ester",C7H12O3,"['C', 'H', 'O']",144.0786442455831
25235-85-2,"1H-Indole, 4-chloro-",C8H6ClN,"['C', 'H', 'Cl', 'N']",151.018876880236
2523-94-6,"Phosphorodichloridothioic acid, o-methyl ester",CH3Cl2OPS,"['C', 'H', 'Cl', 'O', 'P', 'S']",163.9019282538697
2523-96-8,"Phosphorodichloridothioic acid, o-propyl ester",C3H7Cl2OPS,"['C', 'H', 'Cl', 'O', 'P', 'S']",191.9332283828257
2524-02-9,Thiophosphoryl chlorodifluoride,ClF2PS,"['Cl', 'F', 'P', 'S']",135.9114921806894
2524-03-0,"Phosphorochloridothioic acid, o,o-dimethyl ester",C2H6ClO2PS,"['C', 'H', 'Cl', 'O', 'P', 'S']",159.9514652877884
2524-04-1,"Phosphorochloridothioic acid, o,o'-diethyl ester",C4H10ClO2PS,"['C', 'H', 'Cl', 'O', 'P', 'S']",187.9827654167444
2524-09-6,"Phosphorothiolothionic acid, o,o,s-triethyl ester",C6H15O2PS2,"['C', 'H', 'O', 'P', 'S']",214.02510906998342
25242-76-6,"2,4,6-Trinitropyridine 1-oxide",C5H2N4O7,"['C', 'H', 'N', 'O']",229.9923484192079
25243-36-1,"6H-Benzotriazolo[2,1-a]benzotriazol-5-ium, 1,3,7,9-tetranitro-, hydroxide, inner salt",C12H4N8O8,"['C', 'H', 'N', 'O']",388.0152091209856
2524-52-9,"2-Pyridinecarboxylic acid, ethyl ester",C8H9NO2,"['C', 'H', 'N', 'O']",151.0633285337264
25245-34-5,"1-Bromo-2,5-dimethoxybenzene",C8H9BrO2,"['C', 'H', 'Br', 'O']",215.9785921432944
25246-27-9,(-)-Alloaromadendrene,C15H24,"['C', 'H']",204.187800773736
2524-64-3,Diphenyl chlorophosphate,C12H10ClO3P,"['C', 'H', 'Cl', 'O', 'P']",268.0056088619021
25251-04-1,"1,3,5,2,4,6-Triazatriphosphorine 2,2,4,6-tetrachloro-4,6-difluoro-2,2,4,4,6,6-hexahydro-",Cl4F2N3P3,"['Cl', 'F', 'N', 'P']",312.8027250635354
25251-05-2,"1,3,5,2,4,6-Triazatriphosphorine,2,4,6-trichloro-2,4,6-trifluoro-2,2,4,4,6,6-hexahydro-",Cl3F3N3P3,"['Cl', 'F', 'N', 'P']",296.83227554390464
2525-16-8,"2H-Azepine, 3,4,5,6-tetrahydro-7-methoxy-",C7H13NO,"['C', 'H', 'N', 'O']",127.0997140431107
2525-39-5,"Phenoxy, 2,4,6-tris(1,1-dimethylethyl)-",C18H29O,"['C', 'H', 'O']",261.2218405545027
2525-40-8,Phenyl propargyl sulfone,C9H8O2S,"['C', 'H', 'O', 'S']",180.02450067146938
2525-41-9,Phenyl prop-1-ynyl sulphone,C9H8O2S,"['C', 'H', 'O', 'S']",180.02450067146938
2525-42-0,"(1,2-Propadienylsulphonyl)-benzene",C9H8O2S,"['C', 'H', 'O', 'S']",180.02450067146938
25264-93-1,Hexene-,C6H12,"['C', 'H']",84.093900386868
25265-71-8,Dipropylene glycol,C6H14O3,"['C', 'H', 'O']",134.0942943100611
25269-17-4,Thunbergol,C20H34O,"['C', 'H', 'O']",290.26096571569775
25276-80-6,"2,4-Tridecadione",C13H24O2,"['C', 'H', 'O']",212.1776300128794
2527-76-6,2-methyl-3-thiophenethiol,C5H6S2,"['C', 'H', 'S']",129.991092542262
2527-96-0,"2-Furancarboxylic acid, 5-methyl-, methyl ester",C7H8O3,"['C', 'H', 'O']",140.0473441166271
2528-16-7,"1,2-Benzenedicarboxylic acid, mono(phenylmethyl) ester",C15H12O4,"['C', 'H', 'O']",256.0735588651548
2528-36-1,Dibutyl phenyl phosphate,C14H23O4P,"['C', 'H', 'O', 'P']",286.1333962182108
2528-38-3,Tripentyl phosphate,C15H33O4P,"['C', 'H', 'O', 'P']",308.2116465406008
2528-39-4,tri-n-Hexylphosphate,C18H39O4P,"['C', 'H', 'O', 'P']",350.25859673403477
2528-61-2,Heptanoyl chloride,C7H13ClO,"['C', 'H', 'Cl', 'O']",148.06549272104868
252908-56-8,CH4OS2,CH4OS2,"['C', 'H', 'O', 'S']",95.9703570973557
25291-17-2,"1h,1h,2h-Perfluoro-1-octene",C8H3F13,"['C', 'H', 'F']",346.0027162123266
2529-36-4,"2,3,6-Trimethylbenzoic acid",C10H12O2,"['C', 'H', 'O']",164.0837296260114
2529-39-7,"2,3,4,5-Tetramethylbenzoic acid",C11H14O2,"['C', 'H', 'O']",178.0993796904894
2530-10-1,"3-Acetyl-2,5-dimethylthiophene",C8H10OS,"['C', 'H', 'O', 'S']",154.04523611637572
2530-26-9,3-Nitropyridine,C5H4N2O2,"['C', 'H', 'N', 'O']",124.02727737696341
25309-23-3,"Formic acid, phenylformyl-, 2-chlorocyclohexyl ester",C14H15ClO3,"['C', 'H', 'Cl', 'O']",266.0709720246701
25309-64-2,"Benzene, 1-ethyl-4-iodo-",C8H9I,"['C', 'H', 'I']",231.974897229151
25310-42-3,11-docosen-1-ol,C22H44O,"['C', 'H', 'O']",324.3392160380877
25311-71-1,"Benzoic acid, 2-[[ethoxy[(1-methylethyl)amino]phosphinothioyl]oxy]-, 1-methylethyl ester",C15H24NO4PS,"['C', 'H', 'N', 'O', 'P', 'S']",345.1163664292958
2531-80-8,Ethyl 2-nitropropionate,C5H9NO4,"['C', 'H', 'N', 'O']",147.0531577728698
2531-84-2,"Phenanthrene, 2-methyl-",C15H12,"['C', 'H']",192.093900386868
25319-90-8,Mcpa-thioethyl,C11H13ClO2S,"['C', 'H', 'Cl', 'O', 'S']",244.0324785150344
25321-09-9,"benzene, bis(1-methylethyl)-",C12H18,"['C', 'H']",162.14085058030201
25321-14-6,"1,1-Dinitrophenylmethane",C7H6N2O4,"['C', 'H', 'N', 'O']",182.0327566805848
25322-01-4,nitropropane,C3H7NO2,"['C', 'H', 'N', 'O']",89.0476784692484
25322-20-7,"Ethane, tetrachloro-",C2H2Cl4,"['C', 'H', 'Cl']",165.891060793958
25323-58-4,"3,3-Bis-(chloromethyl)polyoxacyclobutane",(C5H8Cl2O,"['C', 'H', 'Cl', 'O']",153.99522024222367
2532-58-3,"Cyclopentane, 1,3-dimethyl-, cis-",C7H14,"['C', 'H']",98.109550451346
2532-61-8,"cyclopentane, 1-ethyl-2,4-dimethyl-, (1&#945;,2&#946;,4&#945;)-",C9H18,"['C', 'H']",126.140850580302
2532-62-9,"r-1-ethyl-c-2,t-4-dimethylcyclopentane",C9H18,"['C', 'H']",126.140850580302
2532-65-2,"cyclopentane, 1,2,3,4-tetramethyl-, (1&#945;,2&#945;,3&#945;,4&#945;)-",C9H18,"['C', 'H']",126.140850580302
2532-67-4,"1.alpha.,2.beta.,3.alpha.,4.beta.-Tetramethylcyclopentane",C9H18,"['C', 'H']",126.140850580302
2532-68-5,"r-1,c-2,t-3,c-4-tetramethylcyclopentane",C9H18,"['C', 'H']",126.140850580302
2532-69-6,"r-1,c-2,c-3,t-4-tetramethylcyclopentane",C9H18,"['C', 'H']",126.140850580302
25328-90-9,1-Phenyl-trans-cyclooctene,C14H18,"['C', 'H']",186.14085058030201
25329-35-5,"1,2,3,4,5-Pentachlorocyclo pentadiene",C5HCl5,"['C', 'H', 'Cl']",235.852088444089
2533-20-2,"2,4-diamino-6-heptadecyl-s-triazine",C20H30N5,"['C', 'H', 'N']",340.25012098932996
25332-53-0,"Benzaldehyde, p-methoxythio-",C8H8OS,"['C', 'H', 'O', 'S']",152.0295860518977
25333-21-5,"2,4,5-TB methyl ester",C11H11Cl3O3,"['C', 'H', 'Cl', 'O']",295.9773772604541
25333-24-8,"Benzenebutanoic acid, &#947;-oxo-, methyl ester",C11H12O3,"['C', 'H', 'O']",192.0786442455831
25333-55-5,"Fenproporex-M (N-desalkyl-4-HO-), 2AC",C13H17NO3,"['C', 'H', 'N', 'O']",235.1208434112101
25336-51-0,"1,6-Diazabicyclo[4.4.1]undecane",C9H18N2,"['C', 'H', 'N']",154.146998589166
253-37-2,Isophosphinoline,C9H7P,"['C', 'H', 'P']",146.0285372241
25337-75-1,"1,6-Diazabicyclo[4.3.1]decane",C8H16N2,"['C', 'H', 'N']",140.131348524688
25340-17-4,diethyl benzene,C10H14,"['C', 'H']",134.109550451346
25343-57-1,"2-Acetyl-1,4,5,6-tetrahydropyridine",C7H11NO,"['C', 'H', 'N', 'O']",125.0840639786327
25343-69-5,"2,6-Diethylphenyl isothiocyanate",C11H13NS,"['C', 'H', 'N', 'S']",191.076870597953
25343-70-8,"2,6-Diisopropylphenyl isothiocyanate",C13H17NS,"['C', 'H', 'N', 'S']",219.108170726909
25343-91-3,"4-Methylthiomorpholine-1,1-dioxide",C5H11NO2S,"['C', 'H', 'N', 'O', 'S']",149.0510497726184
253-45-2,"2,7-Naphthyridine",C8H6N2,"['C', 'H', 'N']",130.053098202298
25346-05-8,Methyldinitramine,CH3N3O4,"['C', 'H', 'N', 'O']",121.0123555882998
25346-31-0,"Pentane, 3-bromo-3-methyl-",C6H13Br,"['C', 'H', 'Br']",164.020063033107
25346-32-1,"Pentane, 2-chloro-4-methyl-",C6H13Cl,"['C', 'H', 'Cl']",120.070578101477
25346-33-2,1-Bromo-2-methylpentane,C6H13Br,"['C', 'H', 'Br']",164.020063033107
2534-77-2,Endo-2-bromobicyclo[2.2.1]heptane,C7H11Br,"['C', 'H', 'Br']",174.004412968629
2534-80-7,Bicyclo[2.2.2]oct-2-ene-1-carboxylic acid,C9H12O2,"['C', 'H', 'O']",152.0837296260114
253-50-9,"2,6-Naphthyridine",C8H6N2,"['C', 'H', 'N']",130.053098202298
25352-00-5,"Bicyclo[3.2.1]octane-2,3,4-trione",C8H8O3,"['C', 'H', 'O']",152.0473441166271
253-52-1,Phthalazine,C8H6N2,"['C', 'H', 'N']",130.053098202298
25354-98-7,"1-pentadecanol, 2-methyl-",C16H34O,"['C', 'H', 'O']",242.2609657156977
25354-99-8,2-ethyl-1-tetradecanol,C16H34O,"['C', 'H', 'O']",242.2609657156977
25355-00-4,2-propyl-1-tridecanol,C16H34O,"['C', 'H', 'O']",242.2609657156977
25355-02-6,"1-undecanol, 2-pentyl-",C16H34O,"['C', 'H', 'O']",242.2609657156977
25355-03-7,"1-nonanol, 2-heptyl-",C16H34O,"['C', 'H', 'O']",242.2609657156977
25355-59-3,"Urea, 3-(p-methoxyphenyl)-1-methyl-1-nitroso-",C9H11N3O3,"['C', 'H', 'N', 'O']",209.0800412266401
25360-10-5,tert-Nonyl mercaptan,C9H20S,"['C', 'H', 'S']",160.128571819194
2536-18-7,"1,3-Dinitro-2-imidazolidinone",C3H4N4O5,"['C', 'H', 'N', 'O']",176.0181692445425
25364-43-6,1-(3-Tolyl)imidazole,C10H10N2,"['C', 'H', 'N']",158.084398331254
253-66-7,Cinnoline,C8H6N2,"['C', 'H', 'N']",130.053098202298
253-69-0,"1,7-Naphthyridine",C8H6N2,"['C', 'H', 'N']",130.053098202298
2536-91-6,"2-Benzothiazolamine, 6-methyl-",C8H8N2S,"['C', 'H', 'N', 'S']",164.04081944119
25371-96-4,1-(2-Trifluoromethylphenyl)imidazole,C10H7F3N2,"['C', 'H', 'F', 'N']",212.0561327227546
25371-97-5,1-(3-Trifluoromethylphenyl)imidazole,C10H7F3N2,"['C', 'H', 'F', 'N']",212.0561327227546
25371-98-6,1-(4-Trifluoromethylphenyl)imidazole,C10H7F3N2,"['C', 'H', 'F', 'N']",212.0561327227546
25372-17-2,1-(2-Trifluoromethylphenyl)imidazoline-2-thione,C10H7F3N2S,"['C', 'H', 'F', 'N', 'S']",244.0282038971686
253-72-5,"1,6-Naphthyridine",C8H6N2,"['C', 'H', 'N']",130.053098202298
253-73-6,"Pyrido[2,3-d]pyridazine",C7H5N3,"['C', 'H', 'N']",131.048347174491
2537-48-6,Diethyl cyanomethylphosphonate,C6H12NO3P,"['C', 'H', 'N', 'O', 'P']",177.05548024844208
253-82-7,Quinazoline,C8H6N2,"['C', 'H', 'N']",130.053098202298
25384-17-2,Allylprodine,C18H25NO2,"['C', 'H', 'N', 'O']",287.18852904955037
25385-63-1,"1,4-pentanediol, dinitrate",C5H10N2O6,"['C', 'H', 'N', 'O']",194.0538860486842
25395-31-7,"1,2,3-Propanetriol, diacetate",C7H12O5,"['C', 'H', 'O']",176.0684734847265
2539-75-5,"Cyclohexene,1-propyl-",C9H16,"['C', 'H']",124.125200515824
25399-32-0,Dispiro[2.1.2.1]octane,C8H12,"['C', 'H']",108.093900386868
25400-83-3,5-Dimethylamino-2-methyl-3-pentyn-2-ol,C8H15NO,"['C', 'H', 'N', 'O']",141.1153641075887
25401-39-2,"6,12-Methano-7H-benzocycloundecen-14-one,",C16H16O,"['C', 'H', 'O']",224.12011513539568
25401-40-5,"6,14-Methanobenzocyclotridecene-16-one,8,9,10,11,12,12-hexahydro-",C18H20O,"['C', 'H', 'O']",252.1514152643517
25401-41-6,"6,16-Methanobenzocyclopentadecen-18-one,8,9,10,11,12,13,14,15-octahydro-",C20H24O,"['C', 'H', 'O']",280.1827153933077
25401-43-8,"6,19-Methanobenzocyclooctadecen-21-one,",C23H30O,"['C', 'H', 'O']",322.2296655867417
2540-31-0,Acetoacetyldiphenylamine,C16H15NO2,"['C', 'H', 'N', 'O']",253.1102787271604
254-03-5,4H-1-Benzopyran,C9H8O,"['C', 'H', 'O']",132.0575148774837
254-04-6,2h-1-Benzopyran,C9H8O,"['C', 'H', 'O']",132.0575148774837
2540-82-1,"Phosphorodithioic acid, o,o-dimethyl ester, s-ester with n-formyl-n-methylglycolamide",C6H12NO4PS2,"['C', 'H', 'N', 'O', 'P', 'S']",256.9945372168418
2540-99-0,Bis-(3-phthalyl anhydride) sulfone,C16H6O8S,"['C', 'H', 'O', 'S']",357.9783383244216
25414-78-2,"Aniline, 2-tert-butyl-5-chloro-",C10H14ClN,"['C', 'H', 'Cl', 'N']",183.081477138148
25415-62-7,n-Amyl isovalerate,C10H20O2,"['C', 'H', 'O']",172.1463298839234
25415-67-2,Ethyl isocaproate,C8H16O2,"['C', 'H', 'O']",144.1150297549674
25415-70-7,"Pentanoic acid, 4-methyl, 2-methylpropyl ester",C10H20O2,"['C', 'H', 'O']",172.1463298839234
25415-71-8,"Pentanoic acid, 4-methyl, pentyl ester",C11H22O2,"['C', 'H', 'O']",186.1619799484014
25415-76-3,"2-Butenoic acid, pentyl ester",C9H16O2,"['C', 'H', 'O']",156.1150297549674
25415-77-4,(E)-2-Butenoic acid 3-methylbutyl ester,C9H16O2,"['C', 'H', 'O']",156.1150297549674
25415-84-3,"Butanoic acid, 2-ethyl, hexyl ester",C12H24O2,"['C', 'H', 'O']",200.1776300128794
2541-61-9,Linoleyl aldehyde,C18H32O,"['C', 'H', 'O']",264.2453156512197
2541-69-7,"Benz[a]anthracene, 7-methyl-",C19H14,"['C', 'H']",242.109550451346
2541-75-5,8-Heptadecanol,C17H36O,"['C', 'H', 'O']",256.2766157801757
25419-06-1,"1-Pentanamine, N-methyl-",C6H15N,"['C', 'H', 'N']",101.120449488017
25419-33-4,"Naphthalene, 1,2,3,4-tetrahydro-1,8-dimethyl-",C12H16,"['C', 'H']",160.125200515824
25423-56-7,"1,4,7,10-Tetrathiacyclododecane",C8H16S4,"['C', 'H', 'S']",240.01348521348
254-27-3,"4h-1,3-Benzodioxin",C8H8O2,"['C', 'H', 'O']",136.05242949705539
25432-20-6,Tert-butyl ethyl sulfoxide,C6H14OS,"['C', 'H', 'O', 'S']",134.0765362453317
2543-75-1,"4a(2H)-naphthalenecarboxylic acid, octahydro-, trans-",C11H18O2,"['C', 'H', 'O']",182.13067981944542
25438-23-7,"2,4,5-Trichlorophenyl trichloroacetate",C8H2Cl6O2,"['C', 'H', 'Cl', 'O']",339.81859539784136
25441-52-5,"Propiophenone, 5-tert-butyl-2-hydroxy-,",C13H18O2,"['C', 'H', 'O']",206.13067981944542
25444-93-3,"2(3H)-Oxazolethione,3,4,5-trimethyl-",C6H9NOS,"['C', 'H', 'N', 'O', 'S']",143.04048508856872
25445-34-5,"Anisole, 2,4-bis(chloromethyl)-",C9H10Cl2O,"['C', 'H', 'Cl', 'O']",204.0108703067017
25446-32-6,"Indan, 2-butyl-5-hexyl-",C19H30,"['C', 'H']",258.23475096717
25451-15-4,Felbamate,C11H14N2O4,"['C', 'H', 'N', 'O']",238.0953569384968
25452-37-3,3-methyl-3-octadecanol,C19H40O,"['C', 'H', 'O']",284.30791590913174
2545-26-8,"Purine, 6-iodo-",C5H3IN4,"['C', 'H', 'I', 'N']",245.94024305344502
2545-59-7,"2-Butoxyethyl (2,4,5-trichlorophenoxy)acetate",C14H17Cl3O4,"['C', 'H', 'Cl', 'O']",354.0192420734598
25459-05-6,Ammonium cinnamate,C9H11NO2,"['C', 'H', 'N', 'O']",165.0789785982044
254-60-4,"1,8-Naphthyridine",C8H6N2,"['C', 'H', 'N']",130.053098202298
25462-85-5,2-Chloro-6-methylpyridine-4-carboxylic acid,C7H6ClNO2,"['C', 'H', 'Cl', 'N', 'O']",171.0087061193794
25466-50-6,"N,N'-Dimethyl-N,N'-dinitrourea",C3H6N4O5,"['C', 'H', 'N', 'O']",178.0338193090205
2547-26-4,cis-4a-Methyl-decahydronaphthalene,C11H20,"['C', 'H']",152.15650064478
2547-27-5,trans-4a-Methyl-decahydronaphthalene,C11H20,"['C', 'H']",152.15650064478
25474-92-4,Disulfur dinitride,N2S2,"['N', 'S']",91.950290357692
25477-00-3,4-Bromo-o-toloxy acetic acid,C9H9BrO3,"['C', 'H', 'Br', 'O']",243.9735067628661
254-79-5,"1,5-Naphthyridine",C8H6N2,"['C', 'H', 'N']",130.053098202298
2548-87-0,"2-Octenal, (E)-",C8H14O,"['C', 'H', 'O']",126.1044650709177
25489-02-5,"Bicyclo[2.2.2]oct-2-ene,1-methoxy-",C9H14O,"['C', 'H', 'O']",138.10446507091768
25491-20-7,patchoulane,C15H26,"['C', 'H']",206.203450838214
2549-47-5,"2,7-dicarbomethoxynaphthalene",C14H12O4,"['C', 'H', 'O']",244.0735588651548
2549-53-3,"2-Propenoic acid, 2-methyl-, tetradecyl ester",C18H34O2,"['C', 'H', 'O']",282.2558803352694
25496-08-6,"Toluene, &#945;-fluoro-,",C7H7F,"['C', 'H', 'F']",110.05317838841219
2550-21-2,"2-Hexanone, 3-methyl-",C7H14O,"['C', 'H', 'O']",114.1044650709177
2550-26-7,4-Phenyl-2-butanone,C10H12O,"['C', 'H', 'O']",148.0888150064397
2550-28-9,5-Hexyn-2-one,C6H8O,"['C', 'H', 'O']",96.0575148774837
2550-36-9,"Cyclohexane, (bromomethyl)-",C7H13Br,"['C', 'H', 'Br']",176.020063033107
2550-37-0,c-C6H11CH2SH,C7H14S,"['C', 'H', 'S']",130.08162162576
25503-90-6,1-Acetyl-4-piperidinecarboxylic acid,C8H13NO3,"['C', 'H', 'N', 'O']",171.08954328225408
2550-52-9,Cyclohexadecanone,C16H30O,"['C', 'H', 'O']",238.2296655867417
2550-75-6,Chlorbicyclen,C9H6Cl8,"['C', 'H', 'Cl']",393.797771652394
2550-84-7,"4,4-Dimethyl-5-&#945;-cholestan-3-&#946;-ol",C29H52O,"['C', 'H', 'O']",416.4018162959997
25512-65-6,Dihydro-2H-pyran,C5H8O,"['C', 'H', 'O']",84.0575148774837
2551-62-4,Sulfur hexafluoride,F6S,"['F', 'S']",145.96249015084922
25524-42-9,cis-5-Tridecene,C13H26,"['C', 'H']",182.203450838214
25524-95-2,"Dec-7-en-5-olide, (Z)-",C10H16O2,"['C', 'H', 'O']",168.1150297549674
2553-04-0,"Methanone, (2-methoxyphenyl)phenyl-",C14H12O2,"['C', 'H', 'O']",212.0837296260114
25532-78-9,Epi-&#946;-Santalene,C15H24,"['C', 'H']",204.187800773736
25532-79-0,&#945;-Bisabolene,C15H24,"['C', 'H']",204.187800773736
255-37-8,"1,4-Benzodioxin",C8H6O2,"['C', 'H', 'O']",134.0367794325774
25542-62-5,Ethyl 6-bromohexanoate,C8H15BrO2,"['C', 'H', 'Br', 'O']",222.02554233672842
25543-63-9,p-Methoxybenzylidene p-biphenylamine,C20H17NO,"['C', 'H', 'N', 'O']",287.1310141720667
25543-96-8,4-Tert-butyl-2-(4-morpholinylmethyl)phenol,C15H23NO2,"['C', 'H', 'N', 'O']",249.1728789850724
2554-42-9,4-Tert-butyl-2-[(dibutylamino)methyl]phenol,C19H33NO,"['C', 'H', 'N', 'O']",291.2562146878907
2554-75-8,2-(Dimethylamino)-5-nitropyridine,C7H9N3O2,"['C', 'H', 'N', 'O']",167.06947654259042
25548-34-9,"Benzenamine,4-(phenylazo)-(E)-",C12H11N3,"['C', 'H', 'N']",197.095297367925
25551-49-9,1-Ethyldecalin,C12H22,"['C', 'H']",166.172150709258
2555-25-1,"Coumarin, 3-(4-nitrophenyl)-",C15H9NO4,"['C', 'H', 'N', 'O']",267.0531577728698
2555-28-4,7-Methoxy-4-methylcoumarin,C11H10O3,"['C', 'H', 'O']",190.0629941811051
2555-29-5,"Coumarin, 8-acetyl-7-hydroxy-4-methyl-",C12H10O4,"['C', 'H', 'O']",218.0579088006768
255-53-8,"Pyrazino[2,3-b]pyrazine",C6H4N4,"['C', 'H', 'N']",132.043596146684
25553-97-3,"Acetonitrile, diisobutylamino-,",C10H20N2,"['C', 'H', 'N']",168.162648653644
25554-63-6,"Hydrazinecarbodithioic acid, 2,2-dimethyl-, methyl ester",C4H10N2S2,"['C', 'H', 'N', 'S']",150.02854068008202
