CAS,Name,Formula,Elements,Mw
2555-54-6,"2,2-dinitropropyl-4,4-dinitropentanoate",C6H12N4O10,"['C', 'H', 'N', 'O']",300.055342600313
2555-56-8,"2,2-dinitropropyl-4,4,4-trinitrobutyrate",C7H9N5O12,"['C', 'H', 'N', 'O']",355.0247707471714
25560-00-3,1-(3-Aminopropyl)-2-pipecoline,C9H20N2,"['C', 'H', 'N']",156.162648653644
25562-98-5,2-Phenoxyphenylacetonitrile,C14H11NO,"['C', 'H', 'N', 'O']",209.08406397863268
25563-02-4,2-Phenoxyphenylacetic acid,C14H12O3,"['C', 'H', 'O']",228.0786442455831
25564-22-1,2-pentyl-2-cyclopenten-1-one,C10H16O,"['C', 'H', 'O']",152.12011513539568
2556-43-6,((CH3)2N)2C=N-C6H5,C11H17N3,"['C', 'H', 'N']",191.142247561359
25566-92-1,"1,1'-methylenebis[(1-methylethyl)benzene",C19H24,"['C', 'H']",252.187800773736
2556-73-2,"2H-Azepin-2-one, hexahydro-1-methyl-",C7H13NO,"['C', 'H', 'N', 'O']",127.0997140431107
25569-80-6,"1,1'-Biphenyl 2,3'-dichloro-",C12H8Cl2,"['C', 'H', 'Cl']",222.000305622652
25570-02-9,"3,5,3',5'-Tetramethylbiphenyl",C16H18,"['C', 'H']",210.14085058030201
2557-13-3,4-CF3-C6H4-COOCH3,C9H7F3O2,"['C', 'H', 'F', 'O']",204.039813953034
25573-43-7,Eseridine,C15H21N3O3,"['C', 'H', 'N', 'O']",291.1582915490301
25574-93-0,"N,n-diphenyl acrylamide",C15H13NO,"['C', 'H', 'N', 'O']",223.09971404311068
2557-70-2,"Ethanone,2,2,2-trifluoro-1-(1H-pyrrol-2-yl)-",C6H4F3NO,"['C', 'H', 'F', 'N', 'O']",163.0244982411773
2557-77-9,m-Fluorothiophenol,C6H5FS,"['C', 'H', 'F', 'S']",128.0095994983482
2557-78-0,o-Fluorothiophenol,C6H5FS,"['C', 'H', 'F', 'S']",128.0095994983482
2558-30-7,Desmethylflunitrazepam,C15H10FN3O3,"['C', 'H', 'F', 'N', 'O']",299.0706193571403
25584-83-2,2-Hydroxypropyl acrylate,C6H10O3,"['C', 'H', 'O']",130.0629941811051
25594-14-3,"Naphtho[1,2-b]furan, 2,3-dihydro-2,2-dimethyl-,",C14H14O,"['C', 'H', 'O']",198.10446507091768
25597-16-4,"Ethyl 4,4,4-trifluorocrotonate",C6H7F3O2,"['C', 'H', 'F', 'O']",168.039813953034
25601-01-8,PBr2,Br2P,"['Br', 'P']",188.81043722642698
25603-67-2,9-Phenyl-9-fluorenol,C19H14O,"['C', 'H', 'O']",258.1044650709177
25604-63-1,Diethoxy ethylthiomethane,C7H16O2S,"['C', 'H', 'O', 'S']",164.0871009293814
25604-70-0,Bromochloroacetylene,C2BrCl,"['C', 'Br', 'Cl']",137.88719029637
25604-71-1,1-Chloro-2-iodoacetylene,C2ClI,"['C', 'Cl', 'I']",185.87332462137
25605-90-7,cholesteryl nonadecanoate,C46H82O2,"['C', 'H', 'O']",666.6314818827415
2561-17-3,3-FC6H4CCH,C8H5F,"['C', 'H', 'F']",120.0375283239342
25611-78-3,"1,2-Diphenylethylamine",C14H15N,"['C', 'H', 'N']",197.120449488017
2561-21-9,"Acetic acid, trifluoro-, octyl ester",C10H17F3O2,"['C', 'H', 'F', 'O']",226.11806427542402
2562-37-0,"Cyclohexene, 1-nitro-",C6H9NO2,"['C', 'H', 'N', 'O']",127.0633285337264
2562-38-1,"Cyclopentane, nitro-",C5H9NO2,"['C', 'H', 'N', 'O']",115.0633285337264
2562-42-7,1-(Nitromethyl)cyclopentene,C6H9NO2,"['C', 'H', 'N', 'O']",127.0633285337264
25624-76-4,"4-Pyrimidinol, 6-methyl-5-nitro-",C5H5N3O3,"['C', 'H', 'N', 'O']",155.0330910332061
2562-52-9,"Purine, 2,6,8-trichloro-",C5HCl3N4,"['C', 'H', 'Cl', 'N']",221.926679097077
2563-07-7,2-Ethoxy-4-methylphenol,C9H12O2,"['C', 'H', 'O']",152.0837296260114
25633-57-2,"Benzofuran, 2,5-dimethyl-3-(6-methoxy-m-tolyl)-,",C18H18O2,"['C', 'H', 'O']",266.1306798194454
25639-42-3,Methyl cyclohexanol,C7H14O,"['C', 'H', 'O']",114.1044650709177
2564-02-5,"Acetamide, N-(4-bromophenyl)-2-chloro-",C8H7BrClNO,"['C', 'H', 'Br', 'Cl', 'N', 'O']",246.93995414604666
2564-05-8,"Acetanilide, 2,3'-dichloro-,",C8H7Cl2NO,"['C', 'H', 'Cl', 'N', 'O']",202.99046921441666
25641-99-0,"Alpha,alpha,alpha',alpha'-tetrachloro-o-xylene",C8H6Cl4,"['C', 'H', 'Cl']",241.92236092291398
2564-83-2,"1-Piperidinyloxy, 2,2,6,6-tetramethyl-",C9H18NO,"['C', 'H', 'N', 'O']",156.1388392043057
25650-13-9,"trans-1,2-Bis(4-fluorobenzoyl)ethylene",C16H10F2O2,"['C', 'H', 'F', 'O']",272.06488588701177
2565-30-2,Formyl chloride,CHClO,"['C', 'H', 'Cl', 'O']",63.9715923341807
2565-39-1,6-Hepten-3-one,C7H12O,"['C', 'H', 'O']",112.0888150064397
2565-43-7,"Barbituric acid, 5-allyl-",C7H8N2O3,"['C', 'H', 'N', 'O']",168.0534921254911
25655-83-8,Water dimer,H4O2,"['H', 'O']",36.0211293680994
25657-08-3,Tetrapropylene glycol,C12H26O5,"['C', 'H', 'O']",250.1780239360725
25659-22-7,4-Hexen-2-one,C6H10O,"['C', 'H', 'O']",98.0731649419617
256-61-1,"Benzo[c]bicyclo[4.4.1]undeca-1,3,5,7,9-pentaene",C15H12,"['C', 'H']",192.093900386868
2566-22-5,N-Benzoyl-L-phenylalanine,C16H15NO3,"['C', 'H', 'N', 'O']",269.1051933467321
25662-38-8,"1-cyclohexene-1-carboxylic acid, 2-methyl-, methyl ester",C9H14O2,"['C', 'H', 'O']",154.0993796904894
25662-40-2,"1-cyclohexene-1-carboxylic acid, 2-methoxy-, methyl ester",C9H14O3,"['C', 'H', 'O']",170.0942943100611
2566-44-1,Cyclopropaneethanol,C5H10O,"['C', 'H', 'O']",86.0731649419617
2566-48-5,Bicyclo[2.2.1]heptan-7-ol,C7H12O,"['C', 'H', 'O']",112.0888150064397
2566-57-6,Bicyclo[4.1.0]hept-2-ene,C7H10,"['C', 'H']",94.07825032239
2566-89-4,"5,8,11,14-Eicosatetraenoic acid, methyl ester",C21H34O2,"['C', 'H', 'O']",318.2558803352694
2566-97-4,"9,12-Octadecadienoic acid, methyl ester, (E,E)-",C19H34O2,"['C', 'H', 'O']",294.2558803352694
2567-14-8,"1-Propene, 1,1,3-trichloro-",C3H3Cl3,"['C', 'H', 'Cl']",143.930033143827
2567-29-5,"Biphenyl, 4-(bromomethyl)-",C13H11Br,"['C', 'H', 'Br']",246.004412968629
25675-28-9,m-Tolyl methylcarbinol,C9H12O,"['C', 'H', 'O']",136.0888150064397
25679-28-1,cis-Anethol,C10H12O,"['C', 'H', 'O']",148.0888150064397
25679-87-2,"1,4-Naphthalenedinitrile, 1,2,3,4-tetrahydro-4-phenyl-",C18H14N2,"['C', 'H', 'N']",258.11569846021
25680-58-4,2-Ethyl-3-methoxypyrazine,C7H10N2O,"['C', 'H', 'N', 'O']",138.0793129508257
256-81-5,"5H-Dibenzo[a,d]cycloheptene",C15H12,"['C', 'H']",192.093900386868
2568-17-4,Bicyclo[3.3.1]nonan-2-one,C9H14O,"['C', 'H', 'O']",138.10446507091768
25683-00-5,"2-butyl-2-methyl-1,3-dioxane",C9H18O2,"['C', 'H', 'O']",158.1306798194454
2568-30-1,"1,3-Dioxolane, 2-(chloromethyl)-",C4H7ClO2,"['C', 'H', 'Cl', 'O']",122.0134571471864
2568-33-4,"3-methyl-1,3-butanediol",C5H12O2,"['C', 'H', 'O']",104.0837296260114
25683-97-0,"Propane, 2-cyclohexyl-2-phenyl-",C15H22,"['C', 'H']",202.172150709258
25684-04-2,"2-Cyclopenten-1-one, 2-hydroxy-3-propyl",C8H12O2,"['C', 'H', 'O']",140.0837296260114
2568-61-8,N-Methyl-di(2-propynyl)-amine,C7H9N,"['C', 'H', 'N']",107.073499294583
25688-42-0,"Phosphine,tris[2-(2-trifluoromethyl)phenyl]-",C21H12F9P,"['C', 'H', 'F', 'P']",466.05329084994776
2568-89-0,"Propane, 2,2'-[methylenebis(oxy)]bis-",C7H16O2,"['C', 'H', 'O']",132.1150297549674
2568-90-3,"Butane, 1,1'-[methylenebis(oxy)]bis-",C9H20O2,"['C', 'H', 'O']",160.1463298839234
2568-91-4,Diisobutoxymethane,C9H20O2,"['C', 'H', 'O']",160.1463298839234
2568-92-5,Di-(2-butoxy)methane,C9H20O2,"['C', 'H', 'O']",160.1463298839234
2568-96-9,"1,3-Dioxolane, 2-ethyl-",C5H10O2,"['C', 'H', 'O']",102.06807956153341
256-96-2,"o,o'-Iminostilbene",C14H11N,"['C', 'H', 'N']",193.089149359061
25697-55-6,m-Trifluoromethylbenzyl mercaptan,C8H7F3S,"['C', 'H', 'F', 'S']",192.0220558883046
2570-01-6,"2-Cyclopropen-1-thione,2,3-diphenyl-",C15H10S,"['C', 'H', 'S']",222.050321496804
2570-26-5,Pentadecylamine,C15H33N,"['C', 'H', 'N']",227.261300068319
257-05-6,"Dibenz[b,f]oxepin",C14H10O,"['C', 'H', 'O']",194.0731649419617
257-07-8,"Dibenz[b,f]][1,4]oxazepine",C13H9NO,"['C', 'H', 'N', 'O']",195.0684139141547
2570-81-2,"cyclopropane, hexamethyl-",C9H18,"['C', 'H']",126.140850580302
2571-00-8,"P-tolualdehyde 2,4-dinitro-phenylhydrazone",C14H12N4O4,"['C', 'H', 'N', 'O']",300.0858548828828
2571-05-3,"Heptanenitrile, 3-ethyl-",C9H17N,"['C', 'H', 'N']",139.136099552495
257-13-6,"Dibenzo[b,f]thiepin",C14H10S,"['C', 'H', 'S']",210.050321496804
2571-39-3,"3,4-Dimethylbenzophenone",C15H14O,"['C', 'H', 'O']",210.10446507091768
2571-52-0,"Benzonitrile, 2,4,6-trimethyl-",C10H11N,"['C', 'H', 'N']",145.089149359061
2571-54-2,"2,4,6-Trimethoxybenzonitrile",C10H11NO3,"['C', 'H', 'N', 'O']",193.0738932177761
25724-33-8,"2H-Pyran, 2,5-diethenyltetrahydro-",C9H14O,"['C', 'H', 'O']",138.10446507091768
25727-91-7,"Morpholine, 4-hexadecyl-",C20H41NO,"['C', 'H', 'N', 'O']",311.3188149458027
25729-12-8,"4,4'-Bis(octyloxy)azoxybenzene",C28H42N2O3,"['C', 'H', 'N', 'O']",454.3195432216171
25729-13-9,"4,4'-dinonoxyazoxybenzene",C30H46N2O3,"['C', 'H', 'N', 'O']",482.3508433505731
2573-03-7,cholesteryl eicosanoate,C47H84O2,"['C', 'H', 'O']",680.6471319472195
25730-47-6,"[1,2]Dithiolo[1,5-b][1,2]dithiole-7-s(iv),3,4-diphenyl-",C17H12S3,"['C', 'H', 'S']",312.01011391011
25732-31-4,"Semicarbazide, 1-(9h-purin-6-yl)-3-thio",C6H7N7S,"['C', 'H', 'N', 'S']",209.048364431111
25732-35-8,"Phthalazine,hexafluoro-",C8F6N2,"['C', 'F', 'N']",237.99656698529918
25732-74-5,"3,4-Dihydrocyclopenta[cd]pyrene",C18H12,"['C', 'H']",228.093900386868
2574-03-0,"Benzonitrile,4-nitro-N-oxide",C7H4N2O3,"['C', 'H', 'N', 'O']",164.0221919965351
2575-07-7,Methyl 9-oxodecanoate,C11H20O3,"['C', 'H', 'O']",200.1412445034951
257-55-6,Octalene,C14H12,"['C', 'H']",180.093900386868
25756-29-0,N-methylcyclohexylmethylamine,C8H17N,"['C', 'H', 'N']",127.136099552495
25756-87-0,c-H2POH,H3OP,"['H', 'O', 'P']",49.9921517147157
25757-74-8,Phosphoramidous difluoride,H2F2NP,"['H', 'F', 'N', 'P']",84.9892923928154
2576-47-8,2-Bromoethanamine hydrobromide,C2H6BrN.BrH,"['C', 'H', 'Br', 'N', 'Br', 'H']",202.89452445810497
2576-67-2,gly-leu-gly,C10H19N3O4,"['C', 'H', 'N', 'O']",245.1375561041238
25767-20-8,"21H,23H-Porphine-2,7,12,17-tetrapropanoic acid, 3,8,13,18-tetramethyl-, tetramethyl ester",C40H46N4O8,"['C', 'H', 'N', 'O']",710.3315644572956
25770-53-0,N-[(e)-(dimethylamino)methylidene]-4-methylbenzenesulfonamide,C10H14N2O2S,"['C', 'H', 'N', 'O', 'S']",226.07759887376739
25771-21-5,"N,N-Dimethyl-p-trifluorobenzamide",C10H10F3NO,"['C', 'H', 'F', 'N', 'O']",217.07144843461128
25773-40-4,2-Isopropyl-3-methoxypyrazine,C8H12N2O,"['C', 'H', 'N', 'O']",152.09496301530368
25781-92-4,5-Chloro-2-nitrodiphenylamine,C12H9ClN2O2,"['C', 'H', 'Cl', 'N', 'O']",248.0352552205284
25782-57-4,"benzenemethanol, 4-amino-&#945;-phenyl-",C13H13NO,"['C', 'H', 'N', 'O']",199.09971404311068
25783-45-3,1-Ethoxy-3-methoxybenzene,C9H12O2,"['C', 'H', 'O']",152.0837296260114
25784-91-2,2-Chloro-5-nitrobenzoyl chloride,C7H3Cl2NO3,"['C', 'H', 'Cl', 'N', 'O']",218.94899832460408
2578-57-6,pro-gly,C7H12N2O3,"['C', 'H', 'N', 'O']",172.0847922544471
2578-58-7,his-gly,C8H12N4O3,"['C', 'H', 'N', 'O']",212.0909402633111
2579-04-6,trans-8-Heptadecene,C17H34,"['C', 'H']",238.266051096126
2579-07-9,Zymosterol acetate,C29H46O2,"['C', 'H', 'O']",426.3497807221374
2579-21-7,"Pent-2-ynal, 4,4-dimethyl-",C7H10O,"['C', 'H', 'O']",110.0731649419617
2579-22-8,Phenylpropargyl aldehyde,C9H6O,"['C', 'H', 'O']",130.0418648130057
25800-30-0,"Benzoic acid, 4-chloro, propyl ester",C10H11ClO2,"['C', 'H', 'Cl', 'O']",198.0447572761424
25804-89-1,"Benzoxazine, (1H)2,3-, 7-chloro-4-dimethylamino-,",C10H11ClN2O,"['C', 'H', 'Cl', 'N', 'O']",210.05599066543468
2580-58-7,"5-(2-Hydroxyethyl)-1,2,3,4,5,6-hexahydro-1,3,5-triazine-2-one",C5H11N3O2,"['C', 'H', 'N', 'O']",145.0851266070684
25811-48-7,4-Piperidyl benzylate,C19H21NO3,"['C', 'H', 'N', 'O']",311.1521435401661
2581-34-2,4-Nitro-5-methylphenol,C7H7NO3,"['C', 'H', 'N', 'O']",153.0425930888201
2582-07-2,"Guanidine, (2-benzothiazolyl)-",C8H8N4S,"['C', 'H', 'N', 'S']",192.04696745005398
25829-64-5,"Bis-(o-aminophenyl)-2,2'-dibezimidazole oxide",C26H20N6O,"['C', 'H', 'N', 'O']",432.16985929094375
258-31-1,Hexacene,C26H16,"['C', 'H']",328.125200515824
25835-57-8,"12H-1,11-Methenobenzo[1,2:4,5]dicycloheptene,11a,12a-dihydro-",C17H14,"['C', 'H']",218.109550451346
25843-45-2,"Diazene, dimethyl-, 1-oxide",C2H6N2O,"['C', 'H', 'N', 'O']",74.0480128218697
25859-51-2,"2-Butenoic acid, 3-methyl, 1-methylethyl ester",C8H14O2,"['C', 'H', 'O']",142.0993796904894
25863-08-5,"7,8-Diazatricyclo[4.2.2.0<sup>2,5</sup>]dec-7-ene,(1&#945;,2&#946;,5&#946;,6&#945;)-",C8H12N2,"['C', 'H', 'N']",136.100048395732
25863-16-5,"4,8-Methanoindeno[5,6-d]triazole,1,3a,4,4a,7,7a,8,8a-octahydro-1-(p-nitrophenyl)-, stereoisomer",C16H16N4O2,"['C', 'H', 'N', 'O']",296.1273257726954
25863-19-8,"4,8-Methanoindeno[5,6-d]triazole,1,3a,4,4a,7,7a,8,8a-octahydro-1-phenyl-, stereoisomer",C16H17N3,"['C', 'H', 'N']",251.142247561359
2586-62-1,"Naphthalene, 1-bromo-2-methyl-",C11H9Br,"['C', 'H', 'Br']",219.988762904151
2586-89-2,3-Heptyne,C7H12,"['C', 'H']",96.093900386868
2587-02-2,"Pyridine, 4-amino-2,6-dichloro-",C5H4Cl2N2,"['C', 'H', 'Cl', 'N']",161.97515350255998
25870-62-6,1-Phenyl-2-hexanone,C12H16O,"['C', 'H', 'O']",176.12011513539568
25871-69-6,"1,3,5-Tribenzoylbenzene",C27H18O3,"['C', 'H', 'O']",390.1255944390171
2587-42-0,"Diazene, bis[4-(hexyloxy)phenyl]-, 1-oxide",C24H34N2O3,"['C', 'H', 'N', 'O']",398.2569429637051
2588-05-8,"O,O-Diethyl S-eththionylmethyl phosphorothioate",C7H17O4PS2,"['C', 'H', 'O', 'P', 'S']",260.0305883736048
2589-15-3,Dihydroheptachlor,C10H7Cl7,"['C', 'H', 'Cl']",371.836744002263
2589-21-1,"Urea, N,N-dibutyl-N'-phenyl-",C15H24N2O,"['C', 'H', 'N', 'O']",248.18886340217168
25894-11-5,"3,5-Dimethyl-4-vinyl-1H-pyrrole-2-carboxylic acid ethyl ester",C11H15NO2,"['C', 'H', 'N', 'O']",193.1102787271604
2589-71-1,"1-Pentanone, 1-(4-hydroxyphenyl)-",C11H14O2,"['C', 'H', 'O']",178.0993796904894
2589-73-3,"1-Octanone, 1-(4-hydroxyphenyl)-",C14H20O2,"['C', 'H', 'O']",220.1463298839234
25899-50-7,(Z)-2-Pentenenitrile,C5H7N,"['C', 'H', 'N']",81.05784923010499
259-06-3,1H-Cyclopent[b]anthracene,C17H12,"['C', 'H']",216.093900386868
259139-51-0,"Phthalic acid, di(4-methylpentyl) ester",C20H30O4,"['C', 'H', 'O']",334.2144094454568
2591-66-4,"O-methyl o-(2,4,5-trichlorophenyl) amidothiophosphate",C7H7Cl3NO2PS,"['C', 'H', 'Cl', 'N', 'O', 'P', 'S']",304.9000696891994
2591-67-5,"O-propyl o-(2,4,5-trichlorophenyl) amidothiophosphate",C9H11Cl3NO2PS,"['C', 'H', 'Cl', 'N', 'O', 'P', 'S']",332.93136981815536
2591-68-6,"O-butyl, o-(2,4,5-trichlorophenyl)phosphor amidothioate",C10H13Cl3NO2PS,"['C', 'H', 'Cl', 'N', 'O', 'P', 'S']",346.94701988263336
2591-70-0,"O-methyl-o-(2,4,5-trichlorophenyl) methylphosphoroamidothioate",C8H9Cl3NO2PS,"['C', 'H', 'Cl', 'N', 'O', 'P', 'S']",318.9157197536774
2591-71-1,"O-ethyl o-(2,4,5-trichlorophenyl) methylamidothiophosphate",C9H11Cl3NO2PS,"['C', 'H', 'Cl', 'N', 'O', 'P', 'S']",332.93136981815536
2591-74-4,"O-methyl,o-(2,4,5-trichlorophenyl)n-ethyl phosphoramidothioate",C9H11Cl3NO2PS,"['C', 'H', 'Cl', 'N', 'O', 'P', 'S']",332.93136981815536
2591-86-8,1-Piperidinecarboxaldehyde,C6H11NO,"['C', 'H', 'N', 'O']",113.0840639786327
25924-90-7,"cis-2-Methyl-5-ethyl-1,3-dioxane",C7H14O2,"['C', 'H', 'O']",130.0993796904894
25924-91-8,"trans-2-Methyl-5-ethyl-1,3-dioxane",C7H14O2,"['C', 'H', 'O']",130.0993796904894
25925-00-2,"cis-2,5-Diisopropyl-1,3-dioxane",C10H20O2,"['C', 'H', 'O']",172.1463298839234
25925-01-3,"trans-2,5-Diisopropyl-1,3-dioxane",C10H20O2,"['C', 'H', 'O']",172.1463298839234
25926-96-9,"2,3-Diazabicyclo[2.2.2]oct-2-ene,2-oxide",C6H10N2O,"['C', 'H', 'N', 'O']",126.07931295082571
25926-97-0,"7,8-Diazabicyclo[4.2.2]dec-7-ene 7-oxide",C8H14N2O,"['C', 'H', 'N', 'O']",154.11061307978167
25926-99-2,"6,7-Diazatricyclo[3.2.2.0(2,4)]non-6-ene, oxide",C7H10N2O,"['C', 'H', 'N', 'O']",138.0793129508257
2592-95-2,"1H-Benzotriazole, 1-hydroxy-",C6H5N3O,"['C', 'H', 'N', 'O']",135.0432617940627
2593-15-9,"1,2,4-Thiadiazole, 5-ethoxy-3-(trichloromethyl)-",C5H5Cl3N2OS,"['C', 'H', 'Cl', 'N', 'O', 'S']",245.9188170111547
25938-83-4,NCl2,Cl2N,"['Cl', 'N']",83.94077936917199
25948-11-2,"2-Pyridinamine, 5-nitro-N-propyl-",C8H11N3O2,"['C', 'H', 'N', 'O']",181.08512660706842
25948-13-4,"Pyridine, 2-(3-methoxypropylamino)-5-nitro-",C9H13N3O3,"['C', 'H', 'N', 'O']",211.0956912911181
25948-14-5,"Pyridine, 2-(cyclohexylamino)-5-nitro-",C11H15N3O2,"['C', 'H', 'N', 'O']",221.1164267360244
25959-36-8,"Phosphorin,1,1-dihydro-1,1-dimethyl-2,4,6-triphenyl-",C25H23P,"['C', 'H', 'P']",354.153737739924
25959-50-6,"Cinnamic acid, p-(p-methoxybenzylidene)amino-",C17H15NO3,"['C', 'H', 'N', 'O']",281.1051933467321
25959-51-7,p-n-Hexyloxybenzylidene-p'-toluidine,C20H25NO,"['C', 'H', 'N', 'O']",295.1936144299787
25966-39-6,"Alpha-bromo-gamma-valerolactone,c&amp;t",C5H7BrO2,"['C', 'H', 'Br', 'O']",177.96294207881638
2596-93-2,"Formamide, N-(2-chlorophenyl)-",C7H6ClNO,"['C', 'H', 'Cl', 'N', 'O']",155.0137914998077
2597-03-7,Phenthoate,C12H17O4PS2,"['C', 'H', 'O', 'P', 'S']",320.0305883736048
2597-11-7,1-Hydroxychlordene,C10H6Cl6O,"['C', 'H', 'Cl', 'O']",351.8549809072257
2597-49-1,"Cyclobutane, ethenyl-",C6H10,"['C', 'H']",82.07825032239
259-79-0,Biphenylene,C12H8,"['C', 'H']",152.062600257912
25979-07-1,Tert-butyldichlorophosphine,C4H9Cl2P,"['C', 'H', 'Cl', 'P']",157.981892653318
2598-29-0,"8-Quinolinol, acetate",C11H9NO2,"['C', 'H', 'N', 'O']",187.0633285337264
259-84-7,"Cyclobuta[1,2-b:4,3-b']dipyridine",C10H6N2,"['C', 'H', 'N']",154.053098202298
25990-60-7,Xylose-,C5H10O5,"['C', 'H', 'O']",150.0528234202485
259-93-8,"Tricyclo[4.2.2.2<sup>2,5</sup>]dodecane",C12H20,"['C', 'H']",164.15650064478
2599-82-8,(2-FC6H4)CH2,C7H6F,"['C', 'H', 'F']",109.0453533561732
25999-04-6,4-Morpholinesulfonamide,C4H10N2O3S,"['C', 'H', 'N', 'O', 'S']",166.0412133643831
26001-41-2,"9H-purine-6(1h)-thione, 1-methyl-9-beta-d-ribofuranosyl-",C11H14N4O4S,"['C', 'H', 'N', 'O', 'S']",298.0735761217748
26002-80-2,Phenothrin,C23H26O3,"['C', 'H', 'O']",350.1881946969291
2601-13-0,2-methylbutyl hexanoate,C11H22O2,"['C', 'H', 'O']",186.1619799484014
26011-50-7,"Benzeneethanamine, 2,5-dimethoxy-&#945;,4-dimethyl-",C12H19NO2,"['C', 'H', 'N', 'O']",209.1415788561164
2601-89-0,"Alpha,beta-dichloropropionitrile",C3H3Cl2N,"['C', 'H', 'Cl', 'N']",122.96425446588898
2602-42-8,Carbonyl chloride,CClO,"['C', 'Cl', 'O']",62.9637673019417
2603-10-3,"Carbamic acid, phenyl-, methyl ester",C8H9NO2,"['C', 'H', 'N', 'O']",151.0633285337264
260-36-6,"6,7-Benzoquinoline",C13H9N,"['C', 'H', 'N']",179.073499294583
2604-45-7,"2,3,5,6-Tetramethylbenzoic acid",C11H14O2,"['C', 'H', 'O']",178.0993796904894
26049-06-9,"Diazene, dicyclohexyl-, 1,2-dioxide, (E)-",C12H22N2O2,"['C', 'H', 'N', 'O']",226.1681279572654
26050-79-3,"2,3'5,6'-Tetrahydro[2.2]paracyclophane",C16H20,"['C', 'H']",212.15650064478
26059-43-8,Hept-3-yn-2-one,C7H10O,"['C', 'H', 'O']",110.0731649419617
2607-03-6,"1,2-Cyclobutanedicarboxylic acid, dimethyl ester, cis-",C8H12O4,"['C', 'H', 'O']",172.0735588651548
2607-14-9,"Androsten-17-(beta)-ol-3-one, 17(alpha)-methyl-delta<sup>4</sup>-",C20H30O2,"['C', 'H', 'O']",302.22458020631336
26072-74-2,"2- Bromopropionic acid, decyl ester",C13H25BrO2,"['C', 'H', 'Br', 'O']",292.10379265911837
26073-26-7,"2,2-Dichloropropanoyl chloride",C3H3Cl3O,"['C', 'H', 'Cl', 'O']",159.92494776339868
26078-24-0,"Coumarin, 4,6-dimethyl-7-(methylamino)-",C12H13NO2,"['C', 'H', 'N', 'O']",203.0946286626824
26078-25-1,"7-(Ethylamino)-4,6-dimethylcoumarin",C13H15NO2,"['C', 'H', 'N', 'O']",217.1102787271604
26081-83-4,"6,7-Diazabicyclo[3.2.2]non-6-ene 6-oxide",C7H12N2O,"['C', 'H', 'N', 'O']",140.0949630153037
26087-47-8,Kitazin p,C13H21O3PS,"['C', 'H', 'O', 'P', 'S']",288.0949027085751
26090-94-8,N-Acetylleucine-N'-methylamide(DL),C9H18N2O2,"['C', 'H', 'N', 'O']",186.1368278283094
2609-23-6,"2,6-Dimethyl 2,6-octadiene (trans)",C10H18,"['C', 'H']",138.14085058030201
26093-31-2,"Coumarin, 7-amino-4-methyl-",C10H9NO2,"['C', 'H', 'N', 'O']",175.0633285337264
26093-63-0,"2H-Pyran, tetrahydro-3-methyl-",C6H12O,"['C', 'H', 'O']",100.0888150064397
26094-11-1,"Thiocyanic acid, 1,1-dimethyl-3-oxobutyl ester",C7H11NOS,"['C', 'H', 'N', 'O', 'S']",157.0561351530467
260-94-6,Acridine,C13H9N,"['C', 'H', 'N']",179.073499294583
26103-32-2,"1,3-Dinitrophenoxazine",C12H7N3O5,"['C', 'H', 'N', 'O']",273.03857033682755
26107-82-4,"3,5-Bis(trifluoromethyl)benzhydrazide",C9H6F6N2O,"['C', 'H', 'F', 'N', 'O']",272.03843179830494
26116-12-1,"2-Pyrrolidinemethanamine, 1-ethyl-",C7H16N2,"['C', 'H', 'N']",128.131348524688
26120-52-5,"1,3-Cyclohexadiene, 1,4-dimethyl-",C8H12,"['C', 'H']",108.093900386868
2612-30-8,"1,3-Propanediol, 2-(phenylmethyl)-",C10H14O2,"['C', 'H', 'O']",166.0993796904894
2612-46-6,"1,3,5-Hexatriene, (Z)-",C6H8,"['C', 'H']",80.062600257912
26131-32-8,"Perfluoro-2,5-dimethyl-3,6-dioxanonanoic acid methyl ester",C10H3F17O4,"['C', 'H', 'F', 'O']",509.9759873415702
261-31-4,Thioxanthene,C13H10S,"['C', 'H', 'S']",198.050321496804
2613-23-2,3-Chloro-4-fluorophenol,C6H4ClFO,"['C', 'H', 'Cl', 'F', 'O']",145.99347059363689
2613-61-8,"Heptane, 2,4,6-trimethyl-",C10H22,"['C', 'H']",142.172150709258
2613-65-2,"Cyclopentane, 1-ethyl-3-methyl-, trans-",C8H16,"['C', 'H']",112.125200515824
2613-66-3,"Cyclopentane, 1-ethyl-3-methyl-, cis-",C8H16,"['C', 'H']",112.125200515824
2613-69-6,"Cyclopentane, 1,2,3-trimethyl-, (1&#945;,2&#945;,3&#945;)-",C8H16,"['C', 'H']",112.125200515824
2613-72-1,"1,cis-2,cis-4-trimethylcyclopentane",C8H16,"['C', 'H']",112.125200515824
2613-76-5,"1,1,3-Trimethylindane",C12H16,"['C', 'H']",160.125200515824
26140-47-6,"Butanal, methyl-",C5H10O,"['C', 'H', 'O']",86.0731649419617
26140-60-3,Terphenyl,C18H14,"['C', 'H']",230.109550451346
2615-05-6,2-Methoxy-4-(o-methoxyphenylazo)aniline,C14H15N3O2,"['C', 'H', 'N', 'O']",257.1164267360244
2615-09-0,Di-acetodiphenylmonosulfide,C16H14O2S,"['C', 'H', 'O', 'S']",270.0714508649034
2615-15-8,Hexaethylene glycol,C12H26O7,"['C', 'H', 'O']",282.1678531752159
